volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
261140,Marapi,15479,Confirmed Eruption,,2.0,2004.0,8.0,5.0,Historical Observations,2004.0,8.0,5.0,-0.38,100.474
357120,Villarrica,12181,Confirmed Eruption,,1.0,2004.0,8.0,5.0,Historical Observations,2007.0,12.0,24.0,-39.42,-71.93
386011,Nightingale Island,13145,Confirmed Eruption,Submarine SE flank,0.0,2004.0,7.0,29.0,Historical Observations,2004.0,7.0,30.0,-37.42,-12.48
290260,Chirinkotan,18830,Confirmed Eruption,,2.0,2004.0,7.0,20.0,Historical Observations,2004.0,7.0,20.0,48.98,153.48
342110,Pacaya,19887,Confirmed Eruption,MacKenney Cone and lower S flank,3.0,2004.0,7.0,19.0,Historical Observations,2005.0,9.0,11.0,14.382,-90.601
351080,Galeras,11377,Confirmed Eruption,El Pinta vent,3.0,2004.0,7.0,16.0,Historical Observations,2005.0,2.0,7.0,1.22,-77.37
344100,Masaya,11039,Uncertain Eruption,Santiago,1.0,2004.0,7.0,4.0,,2004.0,7.0,4.0,11.985,-86.165
311161,Korovin,19766,Confirmed Eruption,,1.0,2004.0,7.0,4.0,Historical Observations,,,,52.381,-174.166
264160,Egon,16276,Confirmed Eruption,,2.0,2004.0,7.0,3.0,Historical Observations,2004.0,9.0,16.0,-8.676,122.455
234070,Marion Island,14414,Confirmed Eruption,South side of island,1.0,2004.0,6.0,24.0,Historical Observations,2004.0,6.0,24.0,-46.9,37.75
261170,Kerinci,15529,Confirmed Eruption,,2.0,2004.0,6.0,22.0,Historical Observations,2004.0,10.0,24.0,-1.697,101.264
263310,Tengger Caldera,16063,Confirmed Eruption,Bromo,2.0,2004.0,6.0,8.0,Historical Observations,2004.0,6.0,24.0,-7.942,112.95
284120,Ioto,18422,Uncertain Eruption,Asodai area,1.0,2004.0,6.0,6.0,,2004.0,6.0,8.0,24.751,141.289
273030,Mayon,16814,Confirmed Eruption,,1.0,2004.0,6.0,3.0,Historical Observations,2004.0,9.0,12.0,13.257,123.685
267040,Awu,16570,Confirmed Eruption,,2.0,2004.0,6.0,2.0,Historical Observations,2004.0,8.0,16.0,3.689,125.447
341090,Popocatepetl,10552,Confirmed Eruption,,2.0,2004.0,5.0,26.0,Historical Observations,2004.0,5.0,26.0,19.023,-98.622
268030,Ibu,16581,Confirmed Eruption,,0.0,2004.0,5.0,16.0,Historical Observations,2005.0,2.0,22.0,1.488,127.63
223020,Nyamuragira,14083,Confirmed Eruption,Summit and NNW flank,2.0,2004.0,5.0,8.0,Historical Observations,2004.0,5.0,28.0,-1.408,29.2
233020,"Fournaise, Piton de la",14385,Confirmed Eruption,"SSW of Bory, Dolomieu and east flank",0.0,2004.0,5.0,2.0,Historical Observations,2004.0,10.0,16.0,-21.244,55.708
263340,Raung,16163,Uncertain Eruption,,2.0,2004.0,4.0,15.0,,2004.0,10.0,8.0,-8.119,114.056
252120,Ulawun,15072,Confirmed Eruption,,2.0,2004.0,4.0,12.0,Historical Observations,2004.0,4.0,14.0,-5.05,151.33
284200,Anatahan,18536,Confirmed Eruption,East Crater,3.0,2004.0,4.0,12.0,Historical Observations,2005.0,9.0,3.0,16.35,145.67
267020,Karangetang,16540,Confirmed Eruption,,2.0,2004.0,4.0,2.0,Historical Observations,2005.0,8.0,5.0,2.781,125.407
344040,Telica,10937,Confirmed Eruption,,1.0,2004.0,3.0,31.0,Historical Observations,2004.0,3.0,31.0,12.606,-86.84
243060,Tofua,14752,Confirmed Eruption,Lofia crater,1.0,2004.0,3.0,19.0,Historical Observations,2014.0,10.0,18.0,-19.75,-175.07
255060,Kavachi,15179,Confirmed Eruption,,1.0,2004.0,3.0,15.0,Historical Observations,,,,-8.991,157.979
282060,Kikai,17003,Confirmed Eruption,Iwo-dake,2.0,2004.0,3.0,5.0,Historical Observations,2004.0,10.0,16.0,30.793,130.305
360050,Soufriere Hills,12347,Confirmed Eruption,,3.0,2004.0,3.0,3.0,Historical Observations,2004.0,5.0,2.0,16.72,-62.18
285050,Tokachidake,18661,Confirmed Eruption,1962-II Crater,1.0,2004.0,2.0,25.0,Historical Observations,2004.0,4.0,19.0,43.418,142.686
252080,Witori,15028,Uncertain Eruption,Pago,1.0,2004.0,2.0,24.0,,2004.0,2.0,24.0,-5.576,150.516
311360,Shishaldin,20100,Confirmed Eruption,,2.0,2004.0,2.0,17.0,Historical Observations,2004.0,7.0,16.0,54.756,-163.97
312070,Veniaminof,20174,Confirmed Eruption,Western intracaldera cone,2.0,2004.0,2.0,16.0,Historical Observations,2004.0,9.0,5.0,56.17,-159.38
257060,Epi,15332,Confirmed Eruption,Epi B,2.0,2004.0,2.0,16.0,Historical Observations,2004.0,2.0,24.0,-16.68,168.37
211060,Etna,13838,Confirmed Eruption,Central Crater,1.0,2004.0,2.0,12.0,Historical Observations,2004.0,2.0,14.0,37.748,14.999
264160,Egon,16275,Confirmed Eruption,,1.0,2004.0,1.0,29.0,Historical Observations,2004.0,2.0,5.0,-8.676,122.455
252010,Langila,14999,Confirmed Eruption,,2.0,2004.0,1.0,20.0,Historical Observations,2004.0,1.0,27.0,-5.525,148.42
300250,Bezymianny,19382,Confirmed Eruption,,3.0,2004.0,1.0,14.0,Historical Observations,2005.0,2.0,16.0,55.972,160.595
282110,Asosan,17349,Confirmed Eruption,Naka-dake,1.0,2004.0,1.0,14.0,Historical Observations,2004.0,1.0,14.0,32.884,131.104
355100,Lascar,11876,Uncertain Eruption,,1.0,2003.0,12.0,9.0,,2003.0,12.0,9.0,-23.37,-67.73
284080,Sumisujima,18355,Uncertain Eruption,,0.0,2003.0,11.0,6.0,,2003.0,11.0,6.0,31.44,140.051
284110,Kita-Ioto,18395,Uncertain Eruption,Funka-Asane,0.0,2003.0,11.0,4.0,,2003.0,11.0,4.0,25.424,141.284
251020,Manam,14933,Confirmed Eruption,Main Crater,1.0,2003.0,10.0,26.0,Historical Observations,2004.0,3.0,28.0,-4.08,145.037
273030,Mayon,16813,Uncertain Eruption,,0.0,2003.0,10.0,8.0,,2003.0,10.0,11.0,13.257,123.685
344100,Masaya,11038,Confirmed Eruption,Santiago,1.0,2003.0,9.0,22.0,Historical Observations,2003.0,12.0,12.0,11.985,-86.165
266100,Lokon-Empung,16463,Confirmed Eruption,Tompaluan,3.0,2003.0,9.0,12.0,Historical Observations,2003.0,9.0,12.0,1.358,124.792
357070,"Chillan, Nevados de",11992,Confirmed Eruption,Saddle between Nuevo & Arrau volcanoes,1.0,2003.0,8.0,29.0,Historical Observations,2003.0,9.0,15.0,-36.868,-71.378
268060,Gamalama,16675,Confirmed Eruption,,2.0,2003.0,7.0,31.0,Historical Observations,2003.0,10.0,2.0,0.8,127.33
354006,Sabancaya,11752,Confirmed Eruption,,2.0,2003.0,7.0,30.0,Historical Observations,2003.0,7.0,31.0,-15.787,-71.857
300250,Bezymianny,19381,Confirmed Eruption,,3.0,2003.0,7.0,26.0,Historical Observations,2003.0,8.0,1.0,55.972,160.595
263200,Dieng Volcanic Complex,15791,Confirmed Eruption,Sileri Crater,1.0,2003.0,7.0,16.0,Historical Observations,2003.0,7.0,16.0,-7.2,109.879
282110,Asosan,17348,Confirmed Eruption,Naka-dake,1.0,2003.0,7.0,10.0,Historical Observations,2003.0,7.0,14.0,32.884,131.104
284211,NW Rota-1,18539,Confirmed Eruption,Upper South flank (Brimstone Pit),0.0,2003.0,7.0,2.0,Historical Observations,2010.0,3.0,16.0,14.601,144.775
264200,Leroboleng,16308,Confirmed Eruption,,3.0,2003.0,6.0,26.0,Historical Observations,2003.0,7.0,29.0,-8.365,122.833
344020,San Cristobal,10890,Confirmed Eruption,,1.0,2003.0,6.0,17.0,Historical Observations,2004.0,6.0,13.0,12.702,-87.004
234010,Heard,14410,Confirmed Eruption,Mawson Peak,0.0,2003.0,6.0,9.0,Historical Observations,2004.0,6.0,14.0,-53.106,73.513
257050,Lopevi,15318,Confirmed Eruption,,3.0,2003.0,6.0,8.0,Historical Observations,2003.0,6.0,16.0,-16.507,168.346
334040,Northern EPR at 10.7°N,10326,Confirmed Eruption,,0.0,2003.0,5.0,31.0,Historical Observations,2003.0,10.0,15.0,10.73,-103.58
233020,"Fournaise, Piton de la",14384,Confirmed Eruption,"Dolomieu, Bory, N, NW, and SSW flanks",1.0,2003.0,5.0,30.0,Historical Observations,2004.0,1.0,10.0,-21.244,55.708
264180,Lewotobi,16304,Confirmed Eruption,Lewotobi Lakilaki,2.0,2003.0,5.0,30.0,Historical Observations,2003.0,9.0,1.0,-8.542,122.775
357120,Villarrica,12180,Confirmed Eruption,,1.0,2003.0,5.0,23.0,Historical Observations,2004.0,3.0,25.0,-39.42,-71.93
251020,Manam,14932,Confirmed Eruption,Main Crater,1.0,2003.0,5.0,17.0,Historical Observations,2003.0,5.0,23.0,-4.08,145.037
284200,Anatahan,18535,Confirmed Eruption,East Crater,3.0,2003.0,5.0,10.0,Historical Observations,2003.0,7.0,12.0,16.35,145.67
290360,Chikurachki,18856,Confirmed Eruption,,2.0,2003.0,4.0,17.0,Historical Observations,2003.0,7.0,3.0,50.324,155.461
352020,Guagua Pichincha,11500,Uncertain Eruption,,1.0,2003.0,4.0,17.0,,2003.0,4.0,17.0,-0.171,-78.598
244000,Vailulu'u,14803,Confirmed Eruption,West side of caldera (Nafanua),0.0,2003.0,4.0,16.0,Historical Observations,,,,-14.215,-169.058
252120,Ulawun,15071,Confirmed Eruption,,2.0,2003.0,4.0,14.0,Historical Observations,2003.0,10.0,10.0,-5.05,151.33
242050,Monowai,14720,Confirmed Eruption,,0.0,2003.0,4.0,10.0,Hydrophonic,2004.0,9.0,16.0,-25.887,-177.188
357110,Llaima,12075,Confirmed Eruption,,2.0,2003.0,4.0,9.0,Historical Observations,2003.0,4.0,16.0,-38.692,-71.729
273030,Mayon,16812,Confirmed Eruption,,2.0,2003.0,3.0,17.0,Historical Observations,2003.0,5.0,14.0,13.257,123.685
284110,Kita-Ioto,18394,Uncertain Eruption,Funka-Asane,0.0,2003.0,3.0,10.0,,2003.0,3.0,10.0,25.424,141.284
211060,Etna,13837,Confirmed Eruption,NE Crater,1.0,2003.0,3.0,8.0,Historical Observations,2003.0,11.0,9.0,37.748,14.999
272020,Kanlaon,16748,Confirmed Eruption,,1.0,2003.0,3.0,7.0,Historical Observations,2003.0,7.0,23.0,10.412,123.132
282060,Kikai,17002,Confirmed Eruption,Iwo-dake,2.0,2003.0,2.0,16.0,Historical Observations,2003.0,10.0,16.0,30.793,130.305
283110,Asamayama,17809,Confirmed Eruption,,1.0,2003.0,2.0,6.0,Historical Observations,2003.0,4.0,18.0,36.406,138.523
300250,Bezymianny,19380,Confirmed Eruption,,2.0,2002.0,12.0,25.0,Historical Observations,2002.0,12.0,28.0,55.972,160.595
266100,Lokon-Empung,16462,Confirmed Eruption,Tompaluan,2.0,2002.0,12.0,23.0,Historical Observations,2003.0,4.0,1.0,1.358,124.792
284130,Fukutoku-Oka-no-Ba,18466,Uncertain Eruption,,0.0,2002.0,12.0,19.0,,2003.0,3.0,11.0,24.285,141.481
272020,Kanlaon,16747,Confirmed Eruption,,1.0,2002.0,11.0,28.0,Historical Observations,2002.0,11.0,28.0,10.412,123.132
300260,Klyuchevskoy,19480,Confirmed Eruption,,2.0,2002.0,11.0,24.0,Historical Observations,2004.0,4.0,8.0,56.056,160.642
233020,"Fournaise, Piton de la",14383,Confirmed Eruption,East flank of Dolomieu (1850-1540 m),2.0,2002.0,11.0,16.0,Historical Observations,2002.0,12.0,3.0,-21.244,55.708
256010,Tinakula,15208,Uncertain Eruption,,1.0,2002.0,11.0,16.0,,,,,-10.386,165.804
263100,Papandayan,15688,Confirmed Eruption,"Kawah Baru, Kawah Nangklak",2.0,2002.0,11.0,11.0,Historical Observations,2002.0,12.0,19.0,-7.32,107.73
352010,Reventador,11446,Confirmed Eruption,Summit and SE flank (2600 m),4.0,2002.0,11.0,3.0,Historical Observations,2003.0,1.0,10.0,-0.077,-77.656
242050,Monowai,14719,Confirmed Eruption,,0.0,2002.0,11.0,1.0,Hydrophonic,2002.0,11.0,24.0,-25.887,-177.188
251020,Manam,14931,Confirmed Eruption,,2.0,2002.0,10.0,31.0,Historical Observations,,,,-4.08,145.037
211060,Etna,13836,Confirmed Eruption,"NE Rift (3100-1900 m), S flank (2850-2600 m)",3.0,2002.0,10.0,26.0,Historical Observations,2003.0,1.0,28.0,37.748,14.999
355100,Lascar,11875,Confirmed Eruption,,2.0,2002.0,10.0,26.0,Historical Observations,2002.0,10.0,27.0,-23.37,-67.73
344040,Telica,10936,Confirmed Eruption,,0.0,2002.0,10.0,17.0,Historical Observations,,,,12.606,-86.84
357110,Llaima,12074,Confirmed Eruption,,1.0,2002.0,10.0,13.0,Historical Observations,,,,-38.692,-71.729
264180,Lewotobi,16300,Confirmed Eruption,Lewotobi Lakilaki,1.0,2002.0,10.0,12.0,Historical Observations,2002.0,10.0,12.0,-8.542,122.775
273030,Mayon,16811,Confirmed Eruption,,1.0,2002.0,10.0,11.0,Historical Observations,2002.0,10.0,11.0,13.257,123.685
352020,Guagua Pichincha,11499,Confirmed Eruption,,1.0,2002.0,10.0,11.0,Historical Observations,2002.0,12.0,7.0,-0.171,-78.598
252140,Rabaul,15098,Confirmed Eruption,Tavurvur,2.0,2002.0,10.0,6.0,Historical Observations,2004.0,2.0,17.0,-4.271,152.203
267010,Ruang,16493,Confirmed Eruption,,4.0,2002.0,9.0,25.0,Historical Observations,2002.0,9.0,29.0,2.3,125.37
312070,Veniaminof,20173,Confirmed Eruption,Western intracaldera cone,1.0,2002.0,9.0,24.0,Historical Observations,2003.0,3.0,23.0,56.17,-159.38
284080,Sumisujima,18354,Uncertain Eruption,,0.0,2002.0,9.0,4.0,,2002.0,9.0,4.0,31.44,140.051
252120,Ulawun,15066,Confirmed Eruption,,2.0,2002.0,8.0,22.0,Historical Observations,2002.0,11.0,3.0,-5.05,151.33
284090,Izu-Torishima,18372,Confirmed Eruption,Iwo-yama,2.0,2002.0,8.0,12.0,Historical Observations,2002.0,8.0,20.0,30.484,140.303
252080,Witori,15027,Confirmed Eruption,Pago (summit and NW flank),3.0,2002.0,8.0,3.0,Historical Observations,2003.0,3.0,26.0,-5.576,150.516
251070,Ritter Island,14975,Uncertain Eruption,,2.0,2002.0,8.0,2.0,,2002.0,8.0,2.0,-5.519,148.115
315020,Wrangell,20420,Uncertain Eruption,,1.0,2002.0,8.0,1.0,Historical Observations,2002.0,8.0,2.0,62.006,-144.017
263350,Ijen,16178,Uncertain Eruption,Kawah Ijen,1.0,2002.0,7.0,29.0,,2002.0,8.0,15.0,-8.058,114.242
223020,Nyamuragira,14082,Confirmed Eruption,"Summit caldera, north & south flanks",2.0,2002.0,7.0,25.0,Historical Observations,2002.0,9.0,16.0,-1.408,29.2
311161,Korovin,19765,Confirmed Eruption,,1.0,2002.0,7.0,16.0,Historical Observations,,,,52.381,-174.166
373030,Bardarbunga,12893,Uncertain Eruption,Loki-Fögrufjöll (W and E Loki cauldrons),0.0,2002.0,7.0,16.0,,2002.0,9.0,16.0,64.633,-17.516
263340,Raung,16162,Confirmed Eruption,,2.0,2002.0,6.0,16.0,Historical Observations,2002.0,8.0,25.0,-8.119,114.056
351080,Galeras,11376,Confirmed Eruption,El Pinta vent,1.0,2002.0,6.0,7.0,Historical Observations,2002.0,6.0,7.0,1.22,-77.37
342110,Pacaya,19886,Confirmed Eruption,MacKenney Crater,1.0,2002.0,5.0,30.0,Historical Observations,2002.0,6.0,17.0,14.382,-90.601
344020,San Cristobal,10889,Confirmed Eruption,,1.0,2002.0,5.0,29.0,Historical Observations,2002.0,12.0,16.0,12.702,-87.004
252010,Langila,14998,Confirmed Eruption,Crater 2,2.0,2002.0,5.0,25.0,Historical Observations,2003.0,4.0,9.0,-5.525,148.42
242050,Monowai,14718,Confirmed Eruption,,0.0,2002.0,5.0,24.0,Hydrophonic,2002.0,5.0,24.0,-25.887,-177.188
223030,Nyiragongo,14107,Confirmed Eruption,,2.0,2002.0,5.0,17.0,Historical Observations,2020.0,4.0,16.0,-1.52,29.25
282060,Kikai,17001,Confirmed Eruption,Iwo-dake,2.0,2002.0,5.0,11.0,Historical Observations,2002.0,7.0,16.0,30.793,130.305
256010,Tinakula,15207,Uncertain Eruption,Upper NW flank,1.0,2002.0,4.0,16.0,Historical Observations,,,,-10.386,165.804
352020,Guagua Pichincha,11498,Confirmed Eruption,,1.0,2002.0,4.0,16.0,Historical Observations,2002.0,4.0,16.0,-0.171,-78.598
300260,Klyuchevskoy,19479,Confirmed Eruption,,2.0,2002.0,4.0,9.0,Historical Observations,2002.0,6.0,9.0,56.056,160.642
257060,Epi,15331,Confirmed Eruption,,1.0,2002.0,3.0,16.0,Historical Observations,2002.0,3.0,16.0,-16.68,168.37
284110,Kita-Ioto,18393,Uncertain Eruption,Funka-Asane,0.0,2002.0,2.0,28.0,,2002.0,2.0,28.0,25.424,141.284
266100,Lokon-Empung,16461,Confirmed Eruption,Tompaluan,2.0,2002.0,2.0,9.0,Historical Observations,2002.0,5.0,16.0,1.358,124.792
290360,Chikurachki,18855,Confirmed Eruption,SSE part of summit crater,2.0,2002.0,1.0,25.0,Historical Observations,2002.0,4.0,22.0,50.324,155.461
223030,Nyiragongo,14106,Confirmed Eruption,"South flank (2800-1570 m), summit crater",1.0,2002.0,1.0,17.0,Historical Observations,2002.0,2.0,3.0,-1.52,29.25
343100,San Miguel,10866,Confirmed Eruption,,1.0,2002.0,1.0,16.0,Historical Observations,2002.0,1.0,16.0,13.434,-88.269
251020,Manam,14930,Confirmed Eruption,South Crater,3.0,2002.0,1.0,13.0,Historical Observations,2002.0,5.0,21.0,-4.08,145.037
233020,"Fournaise, Piton de la",14382,Confirmed Eruption,NE part of l'Enclos Fouqué caldera,1.0,2002.0,1.0,5.0,Historical Observations,2002.0,1.0,16.0,-21.244,55.708
342090,Fuego,10733,Confirmed Eruption,,3.0,2002.0,1.0,4.0,Historical Observations,2020.0,4.0,17.0,14.473,-90.88
211060,Etna,13835,Confirmed Eruption,"Central Crater, NE Crater",1.0,2001.0,12.0,16.0,Historical Observations,2002.0,10.0,30.0,37.748,14.999
300250,Bezymianny,19379,Confirmed Eruption,,2.0,2001.0,12.0,10.0,Historical Observations,2002.0,1.0,6.0,55.972,160.595
360160,Kick 'em Jenny,12468,Confirmed Eruption,,0.0,2001.0,12.0,4.0,Hydrophonic,2001.0,12.0,6.0,12.3,-61.64
352020,Guagua Pichincha,11497,Confirmed Eruption,North of 1981 crater,1.0,2001.0,11.0,26.0,Historical Observations,2001.0,11.0,26.0,-0.171,-78.598
385052,Walvis Ridge at 33°S,13144,Confirmed Eruption,Seamount NW of Wüst seamount,0.0,2001.0,11.0,24.0,Historical Observations,2002.0,3.0,16.0,-32.958,-5.22
300130,Karymsky,19187,Confirmed Eruption,Summit and upper south flank,3.0,2001.0,11.0,15.0,Historical Observations,2016.0,4.0,1.0,54.049,159.443
284080,Sumisujima,18353,Uncertain Eruption,,0.0,2001.0,10.0,31.0,,2002.0,2.0,28.0,31.44,140.051
342110,Pacaya,19880,Confirmed Eruption,MacKenney Crater,1.0,2001.0,10.0,31.0,Historical Observations,2001.0,10.0,31.0,14.382,-90.601
284121,Kita-Fukutokutai,18401,Uncertain Eruption,"24.443 N, 141.378 E",0.0,2001.0,10.0,30.0,,2001.0,10.0,30.0,24.417,141.417
284130,Fukutoku-Oka-no-Ba,18465,Uncertain Eruption,,0.0,2001.0,10.0,30.0,,2002.0,6.0,19.0,24.285,141.481
284110,Kita-Ioto,18392,Uncertain Eruption,Funka-Asane,0.0,2001.0,10.0,29.0,,2001.0,10.0,29.0,25.424,141.284
300100,Avachinsky,19104,Confirmed Eruption,,1.0,2001.0,10.0,5.0,Historical Observations,2001.0,10.0,5.0,53.256,158.836
390081,Montagu Island,13205,Confirmed Eruption,NW of Mount Belinda,1.0,2001.0,10.0,1.0,Historical Observations,2007.0,9.0,20.0,-58.445,-26.374
243091,Unnamed,14772,Confirmed Eruption,,2.0,2001.0,9.0,27.0,Historical Observations,2001.0,9.0,28.0,-18.325,-174.365
261160,Talang,15494,Confirmed Eruption,"Kepundan Panjang & Kabuo, Gabuo Atas",1.0,2001.0,9.0,25.0,Historical Observations,2001.0,11.0,15.0,-0.979,100.681
284120,Ioto,18421,Confirmed Eruption,Off SE coast and Idogahama (NW coast),1.0,2001.0,9.0,21.0,Historical Observations,2001.0,10.0,23.0,24.751,141.289
252120,Ulawun,15065,Confirmed Eruption,,2.0,2001.0,8.0,28.0,Historical Observations,2001.0,8.0,28.0,-5.05,151.33
300250,Bezymianny,19378,Confirmed Eruption,,3.0,2001.0,7.0,23.0,Historical Observations,2001.0,8.0,10.0,55.972,160.595
262000,Krakatau,15625,Confirmed Eruption,Anak Krakatau,1.0,2001.0,7.0,21.0,Historical Observations,2001.0,9.0,17.0,-6.102,105.423
211060,Etna,13832,Confirmed Eruption,S to NE flanks (3100-2100 m),2.0,2001.0,7.0,17.0,Historical Observations,2001.0,8.0,9.0,37.748,14.999
251020,Manam,14929,Confirmed Eruption,,2.0,2001.0,6.0,14.0,Historical Observations,2001.0,6.0,25.0,-4.08,145.037
233020,"Fournaise, Piton de la",14381,Confirmed Eruption,"ESE flank (2500 m), East flank (1800-2000 m)",1.0,2001.0,6.0,11.0,Historical Observations,2001.0,7.0,7.0,-21.244,55.708
257050,Lopevi,15317,Confirmed Eruption,NW flank (200-400 m),3.0,2001.0,6.0,8.0,Historical Observations,2001.0,6.0,19.0,-16.507,168.346
312030,Pavlof,20152,Uncertain Eruption,,1.0,2001.0,6.0,5.0,,,,,55.417,-161.894
268030,Ibu,16580,Confirmed Eruption,,0.0,2001.0,5.0,28.0,Historical Observations,2001.0,10.0,3.0,1.488,127.63
355100,Lascar,11874,Uncertain Eruption,,,2001.0,5.0,17.0,,2001.0,7.0,5.0,-23.37,-67.73
261170,Kerinci,15528,Confirmed Eruption,,2.0,2001.0,5.0,12.0,Historical Observations,2002.0,8.0,27.0,-1.697,101.264
344020,San Cristobal,10888,Confirmed Eruption,,1.0,2001.0,5.0,11.0,Historical Observations,2001.0,12.0,9.0,12.702,-87.004
234011,McDonald Islands,14397,Confirmed Eruption,,1.0,2001.0,5.0,3.0,Historical Observations,,,,-53.03,72.6
284141,Ahyi,18474,Confirmed Eruption,"20.34°N, 145.02°E",0.0,2001.0,4.0,24.0,Hydrophonic,2001.0,4.0,25.0,20.42,145.03
344100,Masaya,11037,Confirmed Eruption,Santiago,1.0,2001.0,4.0,23.0,Historical Observations,2001.0,4.0,25.0,11.985,-86.165
261140,Marapi,15478,Confirmed Eruption,Verbeek Crater,2.0,2001.0,4.0,13.0,Historical Observations,2001.0,6.0,5.0,-0.38,100.474
233020,"Fournaise, Piton de la",14380,Confirmed Eruption,South flank (below Dolomieu at ~2500 m),1.0,2001.0,3.0,27.0,Historical Observations,2001.0,4.0,4.0,-21.244,55.708
241040,Whakaari/White Island,14495,Confirmed Eruption,MH vent,2.0,2001.0,2.0,19.0,Historical Observations,2001.0,2.0,19.0,-37.52,177.18
223020,Nyamuragira,14081,Confirmed Eruption,North and SSE  flanks,2.0,2001.0,2.0,6.0,Historical Observations,2001.0,4.0,5.0,-1.408,29.2
311240,Cleveland,19816,Confirmed Eruption,,3.0,2001.0,2.0,2.0,Historical Observations,2001.0,4.0,15.0,52.825,-169.944
344040,Telica,10935,Confirmed Eruption,,1.0,2001.0,1.0,17.0,Historical Observations,2001.0,12.0,19.0,12.606,-86.84
284096,Nishinoshima,18366,Uncertain Eruption,,0.0,2001.0,1.0,16.0,,,,,27.247,140.874
252120,Ulawun,15064,Confirmed Eruption,Summit and NNE flank,3.0,2001.0,1.0,16.0,Historical Observations,2001.0,5.0,3.0,-5.05,151.33
264090,Inielika,16258,Confirmed Eruption,Summit crater complex,2.0,2001.0,1.0,11.0,Historical Observations,2001.0,3.0,16.0,-8.73,120.98
284040,Miyakejima,18274,Confirmed Eruption,,2.0,2001.0,1.0,11.0,Historical Observations,2002.0,11.0,24.0,34.094,139.526
273030,Mayon,16810,Confirmed Eruption,,3.0,2001.0,1.0,8.0,Historical Observations,2001.0,8.0,8.0,13.257,123.685
261030,Peuet Sague,15395,Confirmed Eruption,,2.0,2000.0,12.0,25.0,Historical Observations,2000.0,12.0,26.0,4.903,96.289
282030,Suwanosejima,16946,Confirmed Eruption,O-take (Upper NE flank),3.0,2000.0,12.0,19.0,Historical Observations,2004.0,7.0,5.0,29.638,129.714
263310,Tengger Caldera,16062,Confirmed Eruption,Bromo,2.0,2000.0,11.0,29.0,Historical Observations,2001.0,1.0,15.0,-7.942,112.95
284080,Sumisujima,18352,Uncertain Eruption,,0.0,2000.0,10.0,30.0,,2000.0,10.0,30.0,31.44,140.051
284110,Kita-Ioto,18391,Uncertain Eruption,Funka-Asane,0.0,2000.0,10.0,30.0,,2000.0,10.0,30.0,25.424,141.284
282060,Kikai,17000,Confirmed Eruption,Iwo-dake,1.0,2000.0,10.0,16.0,Historical Observations,2001.0,12.0,16.0,30.793,130.305
252120,Ulawun,15063,Confirmed Eruption,,4.0,2000.0,9.0,28.0,Historical Observations,2000.0,11.0,1.0,-5.05,151.33
285020,Hokkaido-Komagatake,18582,Confirmed Eruption,,1.0,2000.0,9.0,4.0,Historical Observations,2000.0,11.0,8.0,42.063,140.677
263350,Ijen,16176,Uncertain Eruption,Kawah Ijen,1.0,2000.0,9.0,1.0,,2000.0,9.0,10.0,-8.058,114.242
261220,Kaba,15548,Confirmed Eruption,,1.0,2000.0,8.0,22.0,Historical Observations,2000.0,8.0,27.0,-3.522,102.615
342110,Pacaya,10763,Confirmed Eruption,MacKenney Crater,1.0,2000.0,8.0,16.0,Historical Observations,2001.0,7.0,5.0,14.382,-90.601
373030,Bardarbunga,12892,Uncertain Eruption,Loki-Fögrufjöll (W and E Loki cauldrons),0.0,2000.0,8.0,16.0,,,,,64.633,-17.516
311360,Shishaldin,20099,Uncertain Eruption,Summit,1.0,2000.0,8.0,11.0,,,,,54.756,-163.97
300260,Klyuchevskoy,19478,Confirmed Eruption,,2.0,2000.0,7.0,28.0,Historical Observations,2000.0,9.0,22.0,56.056,160.642
284130,Fukutoku-Oka-no-Ba,18464,Uncertain Eruption,,0.0,2000.0,7.0,26.0,,2001.0,6.0,13.0,24.285,141.481
355100,Lascar,11873,Confirmed Eruption,,2.0,2000.0,7.0,20.0,Historical Observations,2001.0,1.0,18.0,-23.37,-67.73
300250,Bezymianny,19377,Confirmed Eruption,,2.0,2000.0,7.0,18.0,Historical Observations,2000.0,11.0,4.0,55.972,160.595
263180,Slamet,15764,Uncertain Eruption,,1.0,2000.0,7.0,16.0,,2000.0,10.0,16.0,-7.242,109.208
273030,Mayon,16809,Confirmed Eruption,,2.0,2000.0,7.0,16.0,Historical Observations,2000.0,8.0,31.0,13.257,123.685
263340,Raung,16161,Confirmed Eruption,,2.0,2000.0,7.0,9.0,Historical Observations,2000.0,7.0,9.0,-8.119,114.056
357090,Copahue,12011,Confirmed Eruption,Agrio Crater,2.0,2000.0,7.0,1.0,Historical Observations,2000.0,10.0,18.0,-37.856,-71.183
300060,Mutnovsky,18973,Confirmed Eruption,,1.0,2000.0,6.0,30.0,Hydrophonic,2000.0,6.0,30.0,52.449,158.196
284040,Miyakejima,18273,Confirmed Eruption,Summit and submarine western flank,3.0,2000.0,6.0,27.0,Historical Observations,2000.0,9.0,28.0,34.094,139.526
233020,"Fournaise, Piton de la",14379,Confirmed Eruption,"SE flank (2100-1800 m), E flank (2260-2000 m)",1.0,2000.0,6.0,23.0,Historical Observations,2000.0,11.0,13.0,-21.244,55.708
